,width,N,R,Run,AgentId,Capacity,Conquered,Land Owned,Scaling A,Scaling B
3532,15,40,20,3,12,55,"[(1, 13), (1, 12), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13)]","[(14, 10), (0, 10), (1, 10), (2, 10), (2, 13), (2, 13), (2, 13)]",1,204
3531,15,40,20,3,11,174,"[(1, 13), (0, 9), (0, 12), (2, 11), (1, 12), (2, 11), (1, 12), (4, 13), (3, 12), (4, 10), (5, 11), (5, 11), (4, 11), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (3, 12), (5, 11), (3, 14), (3, 14), (4, 13), (3, 12)]","[(14, 10), (0, 10), (14, 10), (13, 9), (13, 6), (14, 6), (14, 7), (13, 8), (0, 7), (0, 8), (14, 10), (2, 10), (3, 12), (3, 12), (4, 9), (3, 8), (2, 8), (1, 9), (1, 8), (1, 10), (0, 12), (14, 11), (14, 10), (3, 12), (3, 9), (3, 8), (2, 8), (1, 8), (0, 8), (14, 7), (13, 6), (14, 6)]",1,240
3530,15,40,20,3,10,119,"[(10, 3), (10, 0), (10, 1), (10, 0), (11, 14), (10, 0), (10, 0), (11, 14), (10, 0), (10, 0), (10, 14), (10, 0), (10, 0), (10, 0), (10, 14), (10, 0), (11, 0), (11, 14), (10, 0), (10, 0), (10, 0), (10, 0), (11, 0), (11, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (10, 0), (11, 0), (10, 0), (11, 0), (10, 0), (10, 0), (10, 14), (10, 14), (10, 0), (10, 0), (10, 0), (10, 14), (10, 0), (10, 14), (10, 0), (10, 14), (10, 0), (10, 0), (11, 0), (11, 14), (10, 0), (10, 0)]","[(8, 1), (9, 13), (9, 14), (9, 14)]",1,216
3529,15,40,20,3,9,106,"[(14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 5), (14, 4), (14, 3), (14, 4), (14, 4), (14, 5), (14, 4), (14, 4), (14, 4), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 3), (14, 4), (14, 4), (14, 3), (14, 4), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 4), (14, 3), (14, 3), (14, 4), (14, 4)]","[(13, 2)]",1,264
3536,15,40,20,3,16,55,"[(7, 12), (7, 0), (7, 14), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10)]","[(5, 13), (6, 11), (6, 10), (5, 9), (5, 9), (5, 9), (5, 9), (5, 9), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9)]",2,156
3528,15,40,20,3,8,134,"[(5, 6), (5, 5), (4, 4), (4, 4), (3, 4), (5, 4), (5, 4), (5, 4), (5, 4), (5, 4), (4, 4), (4, 4), (5, 4), (5, 4), (3, 4), (3, 4), (4, 4), (3, 4), (4, 4), (3, 14), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (3, 14), (4, 14)]","[(6, 10), (4, 8), (3, 7), (2, 7), (4, 5), (3, 3), (2, 3), (3, 3), (3, 3), (2, 3), (3, 3), (3, 3), (4, 4), (3, 3), (2, 2), (3, 1), (2, 0), (1, 14), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (3, 12), (2, 13), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13)]",4,200
3526,15,40,20,3,6,105,"[(1, 13), (0, 12), (0, 13), (0, 12), (12, 12), (11, 12), (10, 11), (10, 11), (11, 10), (11, 6), (11, 7), (11, 8), (11, 7), (12, 9), (11, 10), (12, 9), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (10, 11), (10, 11), (10, 11), (10, 11), (10, 11), (10, 11), (10, 11), (11, 12), (10, 11), (10, 11), (11, 12)]","[(0, 13), (0, 12), (0, 14), (14, 14), (14, 11), (14, 10), (0, 12), (14, 11), (14, 10), (13, 10), (10, 11), (10, 11), (9, 10), (10, 11), (9, 10), (10, 11), (9, 10), (10, 11), (9, 10), (10, 11)]",1,179
3525,15,40,20,3,5,53,"[(11, 5), (12, 6), (11, 7), (11, 12), (11, 12), (11, 12), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (11, 12), (10, 11), (11, 12), (11, 12), (10, 11), (10, 11), (10, 11), (10, 11), (11, 12), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (10, 11), (10, 11), (11, 12), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (11, 12), (11, 12), (10, 11), (10, 11), (10, 11), (10, 11), (10, 11), (10, 11), (10, 11), (11, 12)]","[(9, 4), (7, 3), (7, 4), (8, 4), (11, 4), (10, 6), (12, 7), (11, 8), (10, 9), (10, 11), (9, 10)]",1,190
3524,15,40,20,3,4,51,"[(7, 7), (6, 7), (7, 9), (7, 9), (7, 8), (10, 7), (10, 7), (9, 6), (8, 7), (7, 9), (7, 9), (7, 8), (8, 6), (10, 7), (9, 8), (10, 7), (9, 8), (11, 7), (11, 7), (11, 7), (11, 7), (11, 7), (10, 7), (9, 8), (9, 8), (9, 8), (10, 7), (10, 7), (9, 8), (10, 7), (9, 8), (10, 7), (10, 7)]","[(5, 2), (6, 2), (6, 3), (4, 4), (7, 4), (6, 5), (6, 4), (6, 4), (5, 4), (6, 4), (9, 6)]",5,184
3523,15,40,20,3,3,131,"[(14, 4), (14, 4), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3)]","[(12, 2), (14, 2), (12, 3), (13, 3), (13, 3), (13, 3), (13, 3), (13, 3), (13, 3), (13, 2), (13, 3), (13, 2), (13, 2), (13, 2), (13, 2), (13, 2), (13, 2), (13, 3), (13, 2), (13, 2), (13, 2), (13, 2), (13, 2), (13, 2)]",2,241
3522,15,40,20,3,2,73,"[(8, 9), (8, 9), (8, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (6, 10), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9)]","[(10, 8), (9, 7), (5, 9), (5, 9), (5, 9)]",1,173
3521,15,40,20,3,1,144,"[(4, 14), (4, 13), (4, 12), (4, 11), (4, 12), (5, 11), (4, 13), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (5, 11), (4, 13), (5, 11), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (4, 9), (14, 7), (11, 12), (11, 12), (11, 12), (11, 12), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (11, 12), (9, 11), (9, 11)]","[(2, 13), (2, 10), (2, 9), (3, 9), (4, 9), (4, 10), (5, 9), (5, 9), (5, 9), (5, 9), (5, 9), (5, 9), (5, 9), (1, 9), (0, 8), (12, 5), (11, 4), (10, 5), (9, 6), (10, 6), (11, 6), (10, 6), (9, 6), (9, 7), (10, 7), (11, 8), (10, 9), (9, 10), (9, 10), (9, 10), (9, 10)]",5,236
3520,15,40,20,3,0,103,"[(11, 10), (12, 9), (13, 9), (12, 12), (10, 11), (11, 12), (11, 12), (10, 11), (11, 12), (10, 11), (10, 11), (10, 11), (11, 12), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (10, 11), (11, 12), (11, 12), (11, 12), (11, 12), (10, 11), (11, 12), (11, 12), (10, 11), (10, 11), (11, 12), (11, 12), (11, 12), (10, 11), (10, 11), (10, 11), (10, 11), (11, 12), (10, 11), (10, 11), (11, 12), (11, 12), (11, 12), (10, 11), (10, 11), (11, 12), (10, 11), (10, 11), (10, 11), (11, 12), (10, 11), (10, 11)]","[(11, 8), (10, 9), (10, 11)]",1,204
3527,15,40,20,3,7,62,"[(5, 5), (5, 5), (5, 5), (5, 5), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (3, 5), (0, 8), (2, 11), (2, 11), (2, 11), (2, 10), (2, 11), (2, 10), (2, 10), (2, 8), (2, 10), (2, 10), (2, 10), (2, 10)]","[(14, 1), (0, 1), (1, 1), (14, 3), (0, 3), (2, 2), (2, 3), (0, 4), (1, 4), (1, 5), (0, 5), (14, 6), (13, 6), (0, 6), (0, 7), (14, 8), (0, 8)]",2,148
3537,15,40,20,3,17,70,"[(7, 10), (6, 10), (5, 11), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (7, 9), (6, 9), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9)]","[(6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (6, 8), (6, 8), (5, 9), (6, 8), (6, 8), (5, 9), (6, 8), (6, 8), (6, 8), (5, 9)]",3,147
3538,15,40,20,3,18,57,"[(3, 14), (3, 14), (4, 13), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14)]","[(3, 0), (2, 0), (3, 12), (3, 12), (3, 12), (3, 12), (3, 12), (3, 12), (3, 12)]",2,210
3539,15,40,20,3,19,103,"[(1, 13), (1, 13), (0, 11), (13, 13), (14, 12), (13, 13), (0, 11), (14, 12), (13, 13), (14, 12), (11, 12), (14, 12), (13, 12), (12, 13), (13, 14), (13, 1), (13, 1), (13, 1), (13, 1), (13, 2), (13, 1), (13, 1), (12, 0), (13, 1), (13, 0), (13, 2), (13, 2), (13, 1), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1)]","[(13, 9), (14, 9), (0, 9), (13, 10), (11, 11), (11, 11), (12, 1), (12, 1), (12, 0), (12, 1), (12, 0), (12, 0), (12, 1), (12, 0), (12, 1), (12, 0), (12, 0), (12, 1), (12, 0), (12, 0), (12, 1), (12, 0), (12, 0)]",1,190
3555,15,40,20,3,35,56,"[(6, 8), (5, 8), (4, 9), (5, 11), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 8), (6, 6), (7, 6), (7, 6), (7, 7), (7, 9), (6, 10), (6, 10), (7, 9), (6, 8), (3, 9), (4, 10), (4, 9), (3, 9), (2, 8), (0, 7)]","[(3, 4), (2, 5), (4, 5), (2, 6), (3, 6), (5, 6), (3, 6), (4, 5), (5, 6), (6, 8), (6, 8), (6, 8), (6, 8), (1, 6), (1, 5), (0, 5)]",2,146
3554,15,40,20,3,34,55,"[(0, 4), (14, 3), (14, 4), (14, 3), (0, 4), (14, 4), (0, 4), (0, 4), (0, 4), (14, 4), (14, 4), (0, 4), (0, 4), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4)]","[(1, 2), (13, 2), (13, 2), (13, 2), (13, 3), (13, 2), (13, 3), (13, 2), (13, 2), (13, 3), (13, 2), (13, 3), (13, 2)]",4,147
3553,15,40,20,3,33,84,"[(8, 7), (6, 10), (6, 10), (7, 9), (7, 8), (7, 8), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (6, 10), (6, 10), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (6, 10), (6, 10), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (7, 9)]","[(5, 9), (5, 9)]",3,283
3552,15,40,20,3,32,139,"[(6, 1), (5, 2), (4, 4), (4, 4), (4, 3), (7, 0), (6, 1), (6, 1), (6, 1), (6, 1), (8, 12), (7, 13), (6, 4), (7, 2), (7, 3), (7, 5), (6, 5), (8, 5), (8, 5), (7, 5), (4, 4), (3, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (5, 6), (7, 7), (10, 7), (10, 7), (11, 7), (11, 6), (10, 7), (11, 7)]","[(2, 1), (6, 14), (5, 0), (6, 14), (5, 13), (6, 14), (6, 0), (6, 1), (6, 4), (5, 4), (4, 3), (3, 3), (3, 3), (4, 4), (6, 5), (7, 6), (7, 5), (8, 5), (9, 6), (9, 6), (11, 4), (10, 4), (9, 5)]",3,173
3551,15,40,20,3,31,77,"[(11, 0), (13, 14), (13, 1), (0, 0), (3, 14), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (2, 0), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13)]","[(12, 14), (13, 0), (14, 0), (0, 0), (3, 12), (3, 12), (3, 12), (3, 12), (3, 12), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13)]",2,154
3550,15,40,20,3,30,60,"[(4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14), (3, 14)]","[(3, 12)]",7,270
3558,15,40,20,3,38,83,"[(6, 10), (6, 10), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9), (7, 9), (7, 9), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10)]",[],6,436
3549,15,40,20,3,29,98,"[(6, 4), (5, 5), (5, 5), (4, 4), (5, 5), (4, 4), (3, 4), (6, 5), (5, 5), (6, 5), (5, 4), (4, 3), (3, 4), (4, 3), (3, 4), (3, 4), (5, 5), (5, 5), (3, 4), (4, 4), (3, 4), (4, 4), (4, 4), (5, 3), (4, 3), (5, 3), (5, 4), (4, 4), (3, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (4, 4), (14, 4)]","[(2, 2), (4, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (3, 3), (2, 3), (1, 4), (0, 3), (14, 3)]",2,212
3548,15,40,20,3,28,54,"[(8, 6), (11, 6), (12, 8), (12, 5), (12, 5), (14, 5), (14, 7), (12, 7), (12, 8), (12, 7), (10, 7), (12, 9), (12, 9), (12, 9), (13, 7), (12, 8), (11, 10), (11, 9), (11, 12), (11, 12), (10, 11), (11, 10), (12, 12), (13, 11), (11, 12), (12, 12), (14, 11), (13, 11), (12, 12), (14, 11), (13, 11), (12, 12), (14, 11), (14, 11), (12, 11), (12, 12), (13, 11), (11, 12), (11, 12), (10, 11), (11, 12)]","[(6, 5), (9, 5), (10, 7), (9, 6), (10, 5), (11, 4), (10, 4), (11, 5), (12, 5), (9, 6), (10, 6), (10, 5), (9, 6), (9, 7), (10, 7), (9, 6), (10, 6), (11, 8), (12, 8), (12, 9), (9, 10), (10, 11), (9, 10), (10, 11)]",2,206
3547,15,40,20,3,27,93,"[(10, 1), (11, 0), (11, 1), (11, 0), (11, 1), (11, 0), (11, 1), (11, 0), (11, 1), (11, 1), (11, 0), (11, 1), (11, 1), (11, 0), (10, 14)]","[(8, 14), (8, 0), (10, 13), (9, 14), (9, 14), (9, 14), (9, 13), (9, 14), (9, 14), (9, 14), (9, 13), (9, 14), (9, 14)]",3,191
3546,15,40,20,3,26,81,"[(8, 12), (10, 11), (10, 11), (9, 11), (6, 10), (6, 10), (6, 10), (6, 10), (6, 10), (7, 9)]","[(4, 10), (4, 11), (4, 12), (6, 12), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8), (5, 9), (6, 8)]",2,141
3545,15,40,20,3,25,68,"[(14, 4), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 4)]","[(14, 8), (13, 7), (12, 6), (11, 5), (13, 3), (13, 3), (13, 3), (13, 3), (13, 3), (13, 3), (13, 3), (13, 2), (13, 3), (13, 2), (13, 3), (13, 2), (13, 3), (13, 2)]",2,149
3544,15,40,20,3,24,72,"[(14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 4), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 4), (14, 4), (14, 4), (14, 3), (14, 3), (14, 4), (14, 4), (14, 3), (14, 4), (14, 4), (14, 4), (14, 4), (14, 4), (14, 3), (14, 4), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3), (14, 3)]",[],1,243
3543,15,40,20,3,23,265,"[(11, 5), (12, 5), (12, 5), (10, 0), (11, 14), (11, 0), (10, 0), (10, 0), (9, 13), (8, 13), (10, 0), (10, 0), (10, 0), (13, 2), (13, 2), (13, 1), (13, 1), (14, 2), (13, 2), (13, 2), (13, 2), (13, 1), (13, 2), (13, 1)]","[(8, 1), (9, 1), (10, 1), (8, 2), (10, 2), (9, 3), (10, 3), (9, 2), (8, 1), (9, 13), (9, 14), (9, 14), (9, 13), (9, 13), (9, 14), (10, 13), (9, 14), (9, 14), (11, 1), (12, 0), (12, 0), (12, 0), (12, 0), (12, 0), (12, 1), (12, 0), (12, 1), (12, 0), (12, 0), (12, 1), (12, 0), (12, 1), (12, 0), (12, 1), (12, 0), (12, 1), (11, 14), (12, 0), (12, 0), (12, 0), (12, 1), (12, 0), (12, 0), (12, 1)]",2,241
3542,15,40,20,3,22,83,"[(14, 4), (14, 4), (14, 4), (14, 3), (13, 2), (14, 2), (14, 3), (14, 3), (14, 2), (13, 2), (14, 2), (14, 2), (13, 1), (13, 2), (13, 2), (13, 2), (13, 2), (13, 2), (13, 1), (13, 1), (13, 2), (13, 2), (13, 1), (13, 1), (13, 2), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 2), (14, 3), (13, 2), (13, 1), (13, 2), (13, 2), (13, 1), (13, 1), (13, 2), (13, 2), (13, 2), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 2), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 2), (13, 2), (13, 1), (13, 1), (13, 2), (13, 2), (13, 2), (13, 2), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 2), (13, 1), (13, 2), (13, 2)]","[(12, 4), (12, 0)]",3,252
3541,15,40,20,3,21,72,"[(1, 13), (2, 0), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (4, 13), (3, 14), (4, 13), (4, 13), (4, 13), (4, 13)]","[(11, 10), (9, 9), (10, 9), (11, 9), (9, 10), (10, 12), (11, 12), (13, 12), (12, 13), (13, 14), (14, 14), (0, 0), (1, 0), (2, 0), (3, 0), (2, 14), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (2, 13), (3, 12), (2, 13), (3, 12), (3, 12), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13), (3, 12), (2, 13)]",1,152
3540,15,40,20,3,20,86,"[(14, 3), (13, 2), (13, 2), (13, 1), (13, 1), (13, 2), (13, 1), (13, 2), (13, 2), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 1), (13, 2), (13, 2), (13, 1), (13, 1), (13, 1), (13, 2), (13, 1), (13, 1), (13, 1), (13, 1)]","[(13, 5), (14, 5), (0, 5), (13, 3), (12, 1), (12, 1), (12, 1), (12, 1), (12, 1), (12, 0), (12, 1)]",3,168
360,10,20,20,3,0,70,"[(8, 4), (8, 4), (7, 5), (9, 5), (7, 9), (6, 9), (6, 9), (8, 9), (7, 9), (6, 9), (7, 8), (8, 9), (7, 9), (8, 9), (6, 9), (6, 9), (6, 9), (7, 9), (7, 9), (7, 9), (7, 9), (7, 9), (6, 9), (6, 9), (7, 9), (8, 9), (8, 9), (8, 9), (8, 9), (8, 9), (8, 9), (8, 9), (8, 9), (8, 9)]","[(5, 3), (6, 2), (6, 3), (5, 4), (5, 5), (6, 5), (7, 5), (7, 6), (6, 6), (7, 7), (5, 8), (5, 8), (5, 8), (5, 8), (6, 8), (6, 8), (6, 8), (5, 8), (6, 8), (6, 8), (6, 8), (5, 8), (5, 8), (5, 8), (6, 8), (7, 8)]",1,158
